0.04	0.0946109	3.27358	0.0547874	3.88973
0.0404442	0.0241399	3.39046	0.0037874	4.01945
0.0408933	0.129263	2.73304	0.0678554	3.30367
0.0413473	0.122543	3.10132	0.0696763	3.70128
0.0418065	0.0467133	3.1341	0.0143417	3.74004
0.0422707	0.173594	2.52562	0.102817	3.07521
0.0427401	0.168579	2.87447	0.100828	3.4528
0.0432147	0.072094	2.94345	0.0304225	3.53124
0.0436945	0.205733	2.34978	0.132006	2.88103
0.0441797	0.235172	2.60007	0.152334	3.15139
0.0446703	0.106102	2.79591	0.0546168	3.36876
0.0451663	0.213762	2.23053	0.14444	2.74877
0.0456678	0.312699	2.28654	0.218943	2.80603
0.0461749	0.169236	2.63651	0.10322	3.19234
0.0466877	0.194064	2.20189	0.133331	2.71608
0.0472061	0.367396	1.98084	0.274268	2.46842
0.0477303	0.281675	2.3854	0.196741	2.91384
0.0482603	0.179642	2.24748	0.121501	2.76504
0.0487962	0.350616	1.79387	0.273371	2.26148
0.049338	0.415832	2.00735	0.319295	2.4941
0.0498859	0.245644	2.23466	0.17432	2.74864
0.0504398	0.268119	1.82644	0.209577	2.29736
0.0509999	0.464628	1.63527	0.380104	2.08071
0.0515662	0.416167	1.97904	0.32654	2.46176
0.0521388	0.253339	1.96778	0.192138	2.45297
0.0527178	0.359089	1.54087	0.301902	1.97641
0.0533031	0.53111	1.53989	0.449156	1.9707
0.053895	0.425606	1.85877	0.344634	2.32759
0.0544935	0.281586	1.7326	0.228222	2.1901
0.0550986	0.414135	1.35375	0.364078	1.76382
0.0557104	0.575278	1.41453	0.502846	1.82749
0.056329	0.462733	1.69903	0.389622	2.14819
0.0569545	0.310564	1.57053	0.26345	2.00736
0.0575869	0.423473	1.22065	0.385454	1.61146
0.0582264	0.602306	1.247	0.545545	1.63648
0.0588729	0.52989	1.51922	0.465144	1.94446
0.0595267	0.349177	1.47086	0.305404	1.8938
0.0601877	0.390665	1.14168	0.365286	1.52036
0.060856	0.588877	1.06118	0.553834	1.42409
0.0615318	0.611837	1.30091	0.560681	1.69508
0.062215	0.429919	1.38967	0.38704	1.79997
0.0629059	0.350234	1.13665	0.331086	1.51351
0.0636044	0.504527	0.919316	0.492394	1.26149
0.0643106	0.649419	1.03558	0.622369	1.39037
0.0650248	0.563829	1.24338	0.52747	1.63004
0.0657468	0.384656	1.17655	0.362567	1.55756
0.0664769	0.382782	0.907536	0.382	1.24809
0.067215	0.558579	0.804253	0.560622	1.12422
